[6.780515674362831, 6.093332718277999]
[6.370764741002695, 7.808906327448826]
[-2.604102986932837, 3.720102672231108]
[3.259518737733035, 0.443210146192614]
[-1.990646405260903, 5.058000497184548]
[1.1456690329350396, 3.8154466226088]
[5.541321407988229, 5.618920487337342]
[5.070697069542409, 6.321174948683158]
[7.1735340624406785, 6.8786305448426415]
[-0.6024066370542305, 2.857143418798622]
[6.797971995524303, 4.3322787346898455]
[0.07273123232557946, 4.057710840890956]
[5.500614738226189, 1.4922518838658716]
[5.184722945392992, 5.592230427436285]
[1.5938959979343228, 4.605759335613496]
[4.665841403999811, 6.59798730178782]
[4.220966877245242, 6.370570580998847]
[2.7812238830664926, -0.38706671454023106]
[6.729345396946806, 6.252978538906173]
[2.8048007364689225, 1.04166857864435]
[4.526969273515357, 7.602917557405314]
[5.042585354257621, -1.0218094476383501]
[-1.9839636838056456, 5.132178577622466]
[3.91493979806472, 0.6760641126871181]
[5.435274508926637, 5.8290556701054665]
[-1.0172746247417002, 2.7628714433208055]
[6.613962805560998, 5.272566999468024]
[4.646752710105786, 5.969472614354451]
[7.623121751845248, 4.0281568050292105]
[2.4854988197600263, 0.797990487937573]
[5.170516661774118, 6.819621501656754]
[4.1443068958173175, -0.018076843965494492]
[5.6057214564815325, -0.6586445313115594]
[5.355717988964633, 4.685545212282609]
[4.587512095930899, 7.766911989867173]
[4.135623245633446, -2.2159891143431825]
[3.280584780623154, -0.008734284814652328]
[6.346001441259489, 5.55991665174057]
[1.4740614120779398, 3.567149229604485]
[4.490789078682624, 0.013884937058698907]
[3.106445585639886, 1.0052014793048962]
[5.101667083348312, 6.357227509537786]
[5.07500592659684, 6.763477622435628]
[-1.194714371824897, 3.6851147024056528]
[3.0026833564638724, -0.5141763564621561]
[1.233503945201699, 3.852155171249382]
[5.101741605393476, 5.736926007044773]
[6.418962690809629, 6.5745623337928585]
[4.337959456097704, 6.064098550388696]
[4.371797385163141, 1.1448285982475477]
[3.184766454649006, 1.1052342099759918]
[2.7773767411714676, -1.1827873420312058]
[3.670959194357114, 0.13851289875166162]
[4.599418645822956, -0.16060287106872287]
[6.566592413356092, 6.132355463969517]
[5.584980863749789, 4.325845167869213]
[2.3525654850365463, -0.913586170834981]
[1.8398113322742853, 2.2206350835896087]
[-0.2651278936864017, 3.2395336148465694]
[3.1532388515295167, -0.7770251770560525]
[4.572008940167778, -1.3322771163891054]
[-0.4168217097625322, 3.6701723713843384]
[1.1938406227914589, 5.769232015055209]
[-1.4794468061824204, 3.9367186345294507]
[7.702645222900771, 3.6549177532817674]
[0.6135316412618863, 2.7075924099224467]
[-0.27543614942124345, 5.387300763321006]
[2.7990447824734783, -0.5014751274121513]
[6.828007140594101, 6.371749131457578]
[4.460796942489367, -0.6459608988223111]
[4.376261360180248, 5.312861637427751]
[0.40592075843345976, 3.6613710571950926]
[-0.25403848085708625, 5.470616859694758]
[0.2158108891910946, 3.530046735059661]
[-2.1998418791383734, 2.4655318265605617]
[3.5284359343734493, 0.4006003710525448]
[5.862244174550157, 5.16684603303272]
[2.9384702751266234, -0.3496886510948197]
[-1.190142983787518, 2.1664847816351664]
[4.26957265284399, 0.38185351145603286]
[4.741776747232311, -0.12862730212339868]
[0.6826794891804803, 4.016440551702546]
[-0.385769646286854, 2.7696894231870597]
[6.518974079273725, 7.152727810453494]
[3.099505910568377, 0.05510003080812311]
[4.508693921397528, -2.1137872353697174]
[-0.21756814518760634, 5.667713216214626]
[-0.7447470242075589, 3.593041970921157]
[-0.5030758559182232, 4.1056194724084865]
[1.27359968312048, 5.740273485213886]
[3.2320476491058048, 7.332145358153515]
[6.075514094269538, 4.691088413882563]
[-0.09096027899218026, 4.052364614871301]
[4.750810709040544, -0.21830779782191523]
[7.13250185344155, 3.2305681790753438]
[5.615578129902271, 6.263927834009423]
[5.678409219805431, 5.861187401294518]
[-0.9946171408975267, 5.391291407343118]
[6.248695731689276, 6.449440521847322]
[7.187706468113031, 5.536990045396365]
[8.104630380543297, 8.405652879731658]
[5.429739936484664, 0.6315989751685551]
[5.570555935283664, 7.360414677043858]
[1.0890348658790912, 3.548242006896272]
[6.1254357776830135, 5.1479007869418165]
[6.391863864541855, 5.6508155991451225]
[-0.3284404062217251, 4.602002809445647]
[4.2824203047530744, 1.5791317914332827]
[3.3291619681170874, -0.09786959093271458]
[7.116484092730632, 4.139127485242852]
[5.801394508678937, 7.707774287456842]
[5.687799964673793, 7.339929947313989]
[6.300239791154993, 0.4886274300968206]
[0.3641275607427371, 4.658518716686017]
[0.9759528388580254, 4.0334323040859]
[4.44458445292268, -2.2733783442889677]
[4.37168757537076, -1.5812607396153937]
[5.265700572798731, 7.021437994401469]
[3.595747591189749, -1.6313912416089171]
[4.072006061162121, 5.3393624029230455]
[0.3154146155437178, 5.107954857297745]
[5.424354100298819, 1.2061806773562092]
[3.759165047921809, 0.8329661524108622]
[6.79949880685111, 5.53858869817924]
[6.044614297354314, 5.981872899678146]
[4.958513589499997, -1.458084957818491]
[-0.6842610105652928, 4.118791777055613]
[0.12677019850994772, 3.151527715605691]
[6.299307852960475, 6.812860571558456]
[6.515933958083042, 5.418621738478073]
[2.9703283829284026, -0.5794950720902353]
[-1.9599328367065367, 4.835803624906414]
[5.618100709379979, 5.614995286659881]
[5.608592774379989, 7.197811885214712]
[0.32063224949289176, 4.379880436280544]
[1.7320675821600697, 5.205052369725384]
[6.646638855621708, 6.155529723137905]
[7.602950546661578, 3.1787143111438483]
[2.869702858284847, 1.8672311519638152]
[1.669425229733847, 2.696017177328111]
[8.85266490267296, 6.801657802269489]
[3.4973165775474238, -1.0982731461171513]
[0.7938963723020951, 1.3799950694125576]
[2.4851633982313475, -0.5982452755750903]
[2.7043230936898297, 0.4288005110787516]
[2.6041201693239824, 0.014939068858852971]
[6.593868541515481, 4.004584619321884]
[6.11142115252961, 7.116258107805853]
[0.09400710623098174, 5.738790418374039]
[5.4278009341672675, -0.01296012831367145]
[4.911823140825526, -1.7529115791537822]
[5.3465091111261644, 0.6918481200276009]
[3.6817456583413843, -0.5793918863914359]
[5.613606530442374, 5.49557837792375]
[4.387451312582871, 8.657045505557647]
[4.091008272452452, 0.7946525019894697]
[3.248736508257369, 1.2361875849330826]
[6.640931212737161, 4.758644849629366]
[4.773855108209099, 6.78721650705301]
[3.80938365628886, 0.007978137416911104]
[-0.7604098340481457, 4.222969127685385]
[-0.04253853801837289, 2.875977676882356]
[2.9224563665415015, -1.0745883883709382]
[0.7279484113017195, 4.800827535143827]
[-1.512521249401008, 4.585499338967312]
[-0.8593528186365501, 4.341929383062443]
[5.403843540823735, 4.075933883216754]
[6.3902223397031594, 1.225783109739113]
[4.732066229113479, 7.448540831530992]
[4.7827916338103424, 0.6859258908574256]
[5.767649494854193, -0.6195427303617039]
[6.204429222832504, 6.073745538205734]
[0.5033227590762192, 3.701080094911036]
[0.25966009609914564, 4.215611423947616]
[5.858620274996356, 5.342821907120795]
[0.6759217152400491, 3.5027883476994885]
[0.43358376131115095, 2.1853352606025336]
[3.81350398524874, 4.809509375447545]
[7.339021957653721, 5.1133933576049095]
[4.772730437142961, 0.27923075470197145]
[0.08093746822284514, 5.662233072559502]
[0.7310619358549889, 4.873692520094128]
[-0.13034734721947222, 4.1558937620100185]
[4.761299518332174, 1.2066347383200149]
[7.2806215462181285, 5.481158514458369]
[6.715557666022501, 6.319529437704841]
[4.396415024262978, 0.9605331276594552]
[0.3232732067167519, 4.700399968015551]
[1.2268315435802386, 4.281208543731278]
[6.333740075138483, 6.047759252296956]
[4.031991858977627, 0.14001422101526043]
[7.088498004053097, 5.730385183904862]
[1.559600166375073, 4.056843279038489]
[4.683725416335321, -1.1120441138890693]
[6.535952675419104, 5.988363240658602]
[4.162244526976951, 0.20367011818350625]
[2.387705037431278, 1.4985353762886664]
[5.140840219373103, 5.069702225458183]
[-1.0706735148748623, 5.741078478749065]
[5.392896915120432, 5.173534722413026]
[-0.5938580848850529, 2.3136281150846747]
[0.5700464978297799, 4.3094366703651215]
[3.5155513461838375, 5.2213182180968065]
[3.569177305904788, 1.5257365328540025]
[-0.012054811032880895, 4.689429009261562]
[6.412571809374476, 7.524207371155882]
[6.021488366458189, 4.6346082542045455]
[4.028454119995601, -0.24072716654728202]
[6.765532631851945, 6.974874140636924]
[4.9710549758789835, -1.3708553676998911]
[7.58726940770588, 6.326465799392999]
[4.650462311082442, 0.42829180101713116]
[3.916869665189483, -0.30345182500921153]
[5.448739317637551, 5.507057814860198]
[-1.0671316735345229, 4.8421996924185535]
[3.7584559704950666, -0.6944326245082306]
[0.19616552450067298, 4.514887923176021]
[1.1670172074629097, 5.135933369526246]
[-1.1769237216326909, 2.786144283569164]
