1.7345474947 -2.2675716112
6.1510480290 7.0263544892
5.0535468930 6.2157753821
3.6317619898 -1.2595098846
4.7903373988 0.8110775698
1.1654784729 3.8199099722
3.7912485954 -1.1887090890
-0.0713586739 5.2115792141
6.3168842513 6.6276939139
1.4397955992 2.2238480789
0.9420698265 3.4489680142
3.5177163037 -0.0954393733
4.9923994036 4.8059091804
5.3550689524 5.7738826522
5.0330609624 5.6595513185
7.1896346358 8.9238660465
5.4730315331 -0.3327446429
2.2972614311 1.8658909377
4.5541692455 1.3596664407
6.1164213466 6.2381789291
6.5431293163 6.8529811786
-0.0230049681 2.2327172723
4.1409538876 6.3686092003
5.2890418725 7.3568582252
-0.2832096990 4.4499518925
5.3327714844 5.9584792060
5.0417961876 1.5376509927
3.2944037821 1.3478823309
-1.9815131818 4.2267137265
6.2806575961 6.7693800435
5.0870505243 6.5429856479
0.3848453602 4.8160776929
4.0788661324 -0.6600691825
6.0473314676 -1.1805310812
1.7345430502 4.1105862085
5.0579042089 7.4511216431
0.8251777402 5.4406256450
4.0169128501 0.4990361525
3.7366836393 8.0600287668
2.3473673428 -1.8755064458
4.7903865892 -0.1627772781
-0.3410176516 5.2768222734
2.5409450251 0.5753958129
2.1106436824 0.0215080783
7.2593763024 6.6748960460
6.6774546984 4.0292903328
-0.5303766974 3.5285734440
-1.3444467522 2.3310558896
4.5912128985 -0.1845129817
-1.6936240748 3.1532146046
2.7513831278 6.6318147828
0.0913779054 4.3830319031
6.2077248148 4.8931910158
3.1713096616 -1.0178903104
5.7753183686 7.2400256194
2.0271894527 4.4195441689
3.4532415624 1.0962090569
3.5014662896 0.1876459384
6.0951507445 5.7344674058
1.1951572625 3.4566493634
2.1550177870 1.4433834766
2.0086929242 4.4915354071
5.0508821157 8.0682354408
6.1582010048 5.9609907302
3.1916352376 1.7801720542
4.6958567832 0.1348384604
2.3593208800 -0.3897704818
5.1775096452 0.4285757827
-1.0646752627 3.4745146661
3.8962835151 0.1073880661
3.5393935215 -0.0005785156
4.9300698334 6.5803708160
7.0100167210 4.2544866014
5.5335439542 4.6216515642
6.8653903189 6.7722689137
-0.2758560947 5.7876996807
4.3113874423 0.0723048125
5.4200795205 5.7682708871
4.0422289085 7.1583110453
4.3177156122 5.0827683035
4.1168422892 -0.1762439866
6.3000282527 -0.6905775421
4.8119824064 1.4973233320
4.7966246450 -1.7817916107
-0.2851176192 4.6646614622
2.5511325376 0.5193286760
6.1264753073 8.5454900138
4.8083481993 -1.4780849151
2.4364733205 -0.4204402789
6.9281791252 5.4739570166
4.4438682346 2.5564028020
0.0386719596 3.2795018659
4.1175135498 6.3624709354
5.2511178375 1.1660676876
3.1741509265 -0.1439399931
3.4962599636 -0.9331763984
2.7550574726 5.0090604408
0.5871227907 3.7693686203
0.5560237860 5.0676394713
-1.0121110422 4.9358876302
6.8695330177 5.4840603062
-0.4834979333 5.0838369072
4.3043663926 -0.1297507155
4.3527369333 -0.5251570341
4.5178277033 6.0616869158
3.4513068141 -0.1230251908
7.3474250858 7.4856383608
-1.3755726819 4.4650387144
-0.0868190720 4.5373159180
4.6257260286 -0.2835763562
4.6360704503 0.0872992856
4.6186633065 7.0667480503
3.8036416625 0.4519898928
0.2074776017 3.7095690614
5.9410145251 6.3434830710
4.3613358493 0.4540098070
6.0689437752 5.7540947998
7.3972101347 6.5511835565
3.1731493410 0.5920724668
5.7606469768 5.3842991038
0.8733782454 5.5605102346
2.7179459171 -0.6689460349
4.7495505979 -0.7445493505
2.9249988988 0.2602578117
4.7135703154 1.3948465818
-1.9750958965 5.5366403209
0.4623375870 4.2586484778
4.4876896918 -0.3928253725
6.8921450222 5.6701495943
5.2803742997 6.2019328873
3.5316357100 2.4179909066
3.5519931314 -1.0477306605
0.5465232346 4.8990542987
6.7646086397 5.7565603604
7.3992872363 3.6445518837
-2.1156907413 3.9567910012
0.2152232738 3.7503714017
1.2371470274 6.3826540356
4.5306233748 -0.5816750507
6.7210748697 4.9917016298
0.1794525788 3.8650549527
5.1366963450 6.0224043777
6.0899043057 3.8978592962
1.6128540640 1.3878297904
-0.0180296384 3.4621638915
3.0709127677 -0.1828778877
5.0666033697 2.8882020157
-0.8274895570 4.8230957324
3.2076812547 1.8163145460
5.7570688122 7.4671310954
5.6833871434 4.6224113009
0.6387967167 4.7378382592
0.5946982328 2.7898942167
5.0378281544 -0.2250318861
5.0141434691 6.9684548381
0.2069819818 5.2701183795
4.4773246031 0.8629018746
5.2685577373 -0.3286705837
5.7583952646 6.5765243414
0.6137358430 4.8827058993
4.3209315084 0.0065230409
3.4495348448 0.4285128645
